review_count,state,full_address,type,city,open,neighborhoods,stars,name,business_id,categories,longitude,latitude
4,AZ,"162 E Wickenburg WayWickenburg, AZ 85390",business,Wickenburg,true,,3.0,Mecca Bar & Grill,FpDSA0hl2TTWt_DEpYKBgg,"American (New),Restaurants",-112.729672193527,33.9692298682681
197,AZ,"4340 E. Indian School Rd.Phoenix, AZ 85018",business,Phoenix,true,,4.0,Pita Jungle,w19cemjVR8u02PgjFpJ7Mw,"Vegetarian,American (New),Mediterranean,Restaurants",-111.9884173,33.4952769
4,AZ,"811 W Warner RdTempe, AZ 85284",business,Tempe,true,,2.0,Joseph's Moving & Storage,fKwr2K0gGFBf0wgMeE4qLA,"Movers,Home Services",-111.953294,33.333871
31,AZ,"7615 E Pinnacle Peak RdSte B-1Scottsdale, AZ 85255",business,Scottsdale,false,,3.5,Harvest Restaurant,PgcuQvFl76bx42xIFyhzVg,"American (Traditional),Restaurants",-111.915851,33.697603
6,AZ,"515 E Carefree HwyPhoenix, AZ 85085",business,Phoenix,true,,2.5,Ray's Pizza II,zAyk-fwDWf69AaTwNT2Ksg,"Pizza,Restaurants",-112.066857,33.798477
7,AZ,"13732 W Bell RdSurprise, AZ 85374",business,Surprise,true,,4.0,Karen's Kreamery,Om3WtcK5qgwEW5-CojPMxw,"Food,Ice Cream & Frozen Yogurt",-112.3553813,33.638937
3,AZ,"3949 E Thomas RdPhoenix, AZ 85018",business,Phoenix,true,,5.0,Fresh Start Treasures,LcfryuGQBPwQ-7QL6A90qg,"Thrift Stores,Shopping",-111.9968345,33.4804269
51,AZ,"1623 S. Stapley Dr.Mesa, AZ 85204",business,Mesa,true,,4.0,Charleston's,Rus-ewyqLj2D1RlqK-je4w,"American (Traditional),Restaurants",-111.8052763,33.3844325
5,AZ,"1170 E Northern AvePhoenix, AZ 85020",business,Phoenix,true,,4.0,North Central Sports Bar,-_wk7WTa_--ZJWFF_i5v_w,"Bars,Sports Bars,Nightlife",-112.0571347,33.5531987
4,AZ,"4815 E Carefree HwyCave Creek, AZ 85331",business,Cave Creek,true,,5.0,Samurai Sam's Teriyaki Grill,NZ7IwFnVz2t3nygNqTkCyg,"Japanese,Restaurants",-111.976648,33.797531
5,AZ,"5664 W Bell RoadGlendale, AZ 85308",business,Glendale,false,,2.5,Lone Star Steakhouse & Saloon,Rx9WPIaYCBquFBC563RjYg,"Restaurants",-112.1816906,33.6390959
316,AZ,"4041 N 40th StPhoenix, AZ 85018",business,Phoenix,true,,3.5,The Vig,FqzgT9Y-Yu7jiWdHnGW-kQ,"Bars,American (Traditional),Pubs,Nightlife,Lounges,Restaurants",-111.9953287,33.494459
3,AZ,"48 N Robson StMesa, AZ 85201",business,Mesa,false,,4.5,Coffee Talk,xl22YMFWovBrvf4I0Cod2A,"Food,Coffee & Tea",-111.836832,33.4165461
11,AZ,"5224 N 7th StreetPhoenix, AZ 85014",business,Phoenix,true,,3.0,Manhattan Pizzeria and Subshop,-S7aL8dVIiXjCdbTZVn8uA,"Pizza,Restaurants",-112.0651937,33.513796
7,AZ,"7144 E 1st AveScottsdale, AZ 85251",business,Scottsdale,true,,4.5,Fashion by Robert Black,V3iZYqcJOoV2wMljgwK2Ig,"Women's Clothing,Used, Vintage & Consignment,Fashion,Shopping,Accessories",-111.9268514,33.4940472
8,AZ,"4221 E Thomas RdPhoenix, AZ 85018",business,Phoenix,true,,2.5,Bedmart,vCc7G6wSBIf8kuGOFH6FqQ,"Mattresses,Shopping,Home & Garden",-111.990256,33.479572
4,AZ,"2330 W  Mission LnSte 13Phoenix, AZ 85021",business,Phoenix,true,,3.0,Great Spaces,a44isA0NQe73zEr3MeJAIQ,"Home Services,Contractors",-112.1093159,33.5694594
4,AZ,"3501 N. Scottsdale Rd.Ste 130Scottsdale, AZ 85251",business,Scottsdale,true,,3.5,Scottsdale Medical Imaging LTD,2odfQHAJvM4ceIZqbIKK5g,"Medical Centers,Health & Medical",-111.92575,33.488869
50,AZ,"425 E University DrTempe, AZ 85287",business,Tempe,true,,3.5,Arizona State University,JJDaF4yFPLgQ3u678qyL2w,"Colleges & Universities,Education",-111.9334531,33.4207679
4,AZ,"2120 E Cactus RdPhoenix, AZ 85022",business,Phoenix,true,,3.5,Denny's Restaurant,JSX7i-cfoixVtnCx4BNb1g,"Restaurants",-112.0368923,33.5969746
6,AZ,"1651 W Baseline RdTempe, AZ 85281",business,Tempe,true,,3.0,InnSuites Hotel Tempe,90EMYSgCnZvW2wOH2M8j2w,"Hotels & Travel,Event Planning & Services,Hotels",-111.965209,33.37714
35,AZ,"1236 E Baseline RdSte 102Mesa, AZ 85204",business,Mesa,true,,4.0,Asia,ihkTtwiy0DYxWF5gv3ACYQ,"Asian Fusion,Sushi Bars,Restaurants",-111.805341,33.3791486
3,AZ,"32531 N Scottsdale RoadSuite 105Scottsdale, AZ 85262",business,Scottsdale,true,,3.0,See Spot Shop,31yTVsCyv6m-QyI0OFdV0w,"Pets,Pet Stores",-111.78416,33.81574
3,AZ,"817 W 5th StreetTempe, AZ 85281",business,Tempe,true,,2.5,Jaycee Park,m2N5lcfXv5I2TVcXcMTtOw,"Active Life,Parks",-111.948854,33.424858
6,AZ,"4302 E Ray RdPhoenix, AZ 85044",business,Phoenix,true,,2.0,Baja Fresh Mexican Grill Mexican Grill,dD2xiLM1_5Vg0pMvMIPZww,"Mexican,Restaurants",-111.991549,33.320748
3,AZ,"13802 N 32nd StSte 8Phoenix, AZ 85032",business,Phoenix,true,,4.0,Barks N Bows,BZf4qRf0AOjMUGuejM8ljg,"Pet Groomers,Pet Services,Pets",-112.0134892,33.6118363
5,AZ,"2815 W Peoria AvePhoenix, AZ 85029",business,Phoenix,true,,4.0,Robeks Juice,E6dIiAqBWQ-7AjU5xlGhGg,"Food,Juice Bars & Smoothies,Restaurants",-112.1241562,33.5818256
7,AZ,"107 W Honeysuckle StLitchfield Park, AZ 85340",business,Litchfield Park,true,,3.5,Deno's Pizza,9Wy2CxVwnKoT5X4GrGzfyw,"Pizza,Restaurants",-112.3595377,33.4945805
7,AZ,"166 W Main StMesa, AZ 85201",business,Mesa,true,,4.5,Domestic Bliss,SEyO4r3dl2tsa_KnXIZuzg,"Fashion,Shopping,Home Decor,Home & Garden,Baby Gear & Furniture,Furniture Stores",-111.836353,33.415489
281,AZ,"2611 N Central AvePhoenix, AZ 85004",business,Phoenix,true,,4.0,Durant's,cN6aBxe2mQvrQlzk26LyRQ,"Steakhouses,Restaurants",-112.0736348,33.4772147
4,AZ,"15111 N Hayden RdSte 160-220Scottsdale, AZ 85260",business,Scottsdale,true,,4.5,RoadRunner Limousines,Xg01evfSYyQjy9MkErdxNw,"Hotels & Travel,Limos,Transportation",-111.90459,33.622009
3,AZ,"5594 W Wild Horse Pass BlvdChandler, AZ 85226",business,Chandler,true,,3.5,Koli Equestrian Center,pjC6j-ju9k7crqEH_sVNsQ,"Active Life,Horseback Riding",-111.9918702,33.2664769
7,AZ,"500 S Mill AveTempe, AZ 85281",business,Tempe,true,,3.0,US Post Office,tB3I63MvBYqg1mIgvk13qQ,"Post Offices,Public Services & Government",-111.9402298,33.4251869
4,AZ,"10816 N Scottsdale RdScottsdale, AZ 85254",business,Scottsdale,false,,3.0,Mother's Milk Boutique,7J8PfzyCGYlNIK8_8vn4XQ,"Shopping,Baby Gear & Furniture",-111.926361,33.5849107
6,AZ,"5346 W Glendale AveGlendale, AZ 85301",business,Glendale,true,,4.0,Value Village Thrift Stores,uO8cc--21RSmX8tNbCar8A,"Thrift Stores,Shopping",-112.1743661,33.5385228
43,AZ,"3225 N Central AvePhoenix, AZ 85012",business,Phoenix,true,,4.5,Urban Yoga,SyiOxaTjPxEHkYviF0ka0A,"Active Life,Shopping,Beauty & Spas,Yoga,Fitness & Instruction",-112.073085,33.486068
8,AZ,"10763 W Washington StAvondale, AZ 85323",business,Avondale,true,,5.0,Sweettouch Carpet Cleaning,DWyISlmBgg1kWryinUQXlA,"Local Services,Carpet Cleaning",-112.290989,33.446551
9,AZ,"21050 N Tatum BlvdSte C-106Phoenix, AZ 85050",business,Phoenix,true,,4.5,European Wax Center,ArjchfGWpXf3R8Ly9s52Fg,"Hair Removal,Beauty & Spas",-111.978579,33.677854
7,AZ,"610 E Bell RdPhoenix, AZ 85022",business,Phoenix,true,,4.5,Sport Clips,YNHPzgdHVpAsvHcvCBQzow,"Barbers,Beauty & Spas",-112.066243,33.641525
7,AZ,"7660 S McClintock DrTempe, AZ 85284",business,Tempe,true,,5.0,Rita's Ice Custard Happiness,xNmhVSujLo1kC9cgjOE-sw,"Food,Ice Cream & Frozen Yogurt,Desserts",-111.911544799805,33.3480529785156
42,AZ,"7850 S Priest DrTempe, AZ 85284",business,Tempe,true,,3.0,Graham Central Station,452qcsoV-d55n0V7Osh50A,"Bars,Nightlife,Karaoke",-111.9636701,33.3459373
34,AZ,"20511 N Hayden RdSte 110Scottsdale, AZ 85255",business,Scottsdale,false,,4.0,Zpizza,MagW3D2UDQaP6KHzhauUHw,"Pizza,Restaurants",-111.9060007,33.6717895
6,AZ,"4905 E Ray RdPhoenix, AZ 85044",business,Phoenix,true,,4.0,As You Wish Pottery Painting Place,6y6-ohFv433LqZvhTtIuFw,"Arts & Crafts,Shopping",-111.9778751,33.3193788
3,AZ,"20950 N Tatum BlvdSte 350Phoenix, AZ 85050",business,Phoenix,true,,4.0,West Dermatology,soGWWfR3aKdDuM07_p0AGw,"Dermatologists,Doctors,Health & Medical,Cosmetic Surgeons",-111.9780802,33.6763591
4,AZ,"1979 W Ray RdChandler, AZ 85224",business,Chandler,true,,2.5,Blockbuster Video,jXT8hYPP2LILb0sK4gZF9Q,"Videos & Video Game Rental,Books, Mags, Music & Video,Shopping",-111.8751031,33.3204098
5,AZ,"5 W Baseline RdPhoenix, AZ 85041",business,Phoenix,true,,3.5,Marcia's Long Wongs,SPqPt-K6qzTutj_vWOgKGA,"Chicken Wings,Chinese,Restaurants",-112.0735285,33.3777493
5,AZ,"1217 E US Highway 85Buckeye, AZ 85326",business,Buckeye,true,,4.0,Pizza Hut,d_I2nyM2Wlc_g6aWTdAkIQ,"Pizza,Restaurants",-112.57475,33.372032
35,AZ,"7873 W Bell RdPeoria, AZ 85016",business,Peoria,true,,3.0,On The Border,WM8sy8FjrU3PpxN_NI02ZA,"Mexican,Tex-Mex,Restaurants",-112.226631,33.637679
29,AZ,"7700 W Arrowhead Towne CtrGlendale, AZ 85308",business,Glendale,true,,3.0,Chevys Fresh Mex,CmNCRMpiJVtaqYfd9X1INg,"Mexican,Restaurants",-112.2245556,33.6397913
5,AZ,"714 S Val Vista DriveGilbert, AZ 85296",business,Gilbert,true,,3.5,Fry's Food & Drug Stores & Fry's Marketplace,-5XAZC1hC6G0NDkmPyhmUg,"Food,Grocery",-111.7559502,33.3372093
10,AZ,"2040 W Deer Valley RdSte APhoenix, AZ 85027",business,Phoenix,false,,4.0,Rainbow Donuts Bakery and Cafe,ntH7Mo1JZdkglMiQXZy3Bw,"Food,Donuts,Delis,Coffee & Tea,Restaurants",-112.103672,33.68439
6,AZ,"9304 E Raintree DrSte 130Scottsdale, AZ 85260",business,Scottsdale,true,,5.0,Raintree Dental,aQ5l9ujrXTlqc7R3XAbePQ,"Health & Medical,Dentists,General Dentistry",-111.881446,33.619689
9,AZ,"830 E Greenway PkwySte 100Phoenix, AZ 85022",business,Phoenix,false,,3.5,Chuy's Mesquite Broiler,A6OstDz-flrI84-EW8aILg,"Mexican,Restaurants",-112.0623802,33.6376847
3,AZ,"250 W Guadalupe RdTempe, AZ 85283",business,Tempe,true,,3.5,Tempe Tune-Up & Repair,JHZKKhBYO_nTzyibcdQRXA,"Auto Repair,Automotive",-111.942408,33.364144
6,AZ,"15323 North Scottsdale RdSte 103Scottsdale, AZ 85260",business,Scottsdale,true,,4.5,Paper Source,luu1XWmfqeX6sGwyBvkqSg,"Cards & Stationery,Arts & Crafts,Flowers & Gifts,Shopping,Event Planning & Services",-111.9255091,33.6252061
36,AZ,"3225 E Camelback RdPhoenix, AZ 85018",business,Phoenix,true,,3.5,Tomaso's,s0klhdxcAab0yEWw2Uuimw,"Restaurants,Italian",-112.0119734,33.5097979
4,AZ,"1501 E Main StMesa, AZ 85203",business,Mesa,true,,2.5,Salsitas,57gnA8qjuFDtUvKMLmtR8A,"Mexican,Restaurants",-111.799487,33.414809
9,AZ,"7366 E Shea BoulevardScottsdale, AZ 85260",business,Scottsdale,true,,4.5,One Stop Nutrition,yL8xB1Fx3hTCvqD3NSLHIg,"Health Markets,Food,Juice Bars & Smoothies,Specialty Food",-111.9223917,33.5840123
4,AZ,"7237 E Main StScottsdale, AZ 85251",business,Scottsdale,true,,2.5,Royal Palace Jewelry,0r6fqT3DqwkJ2Uu6YDjEIw,"Shopping,Jewelry",-111.925775,33.492988
3,AZ,"5304 N 59th AveGlendale, AZ 85301",business,Glendale,true,,3.5,Overtime Lounge,Sn9Nv3r3Bg8602KwuDw0lA,"Dive Bars,Bars,Nightlife",-112.186973,33.514798
6,AZ,"106 W Osborn RoadPhoenix, AZ 85013",business,Phoenix,true,,2.0,Staples,0jPDeGGcCjX2BXj0DEuWIQ,"Shopping,Office Equipment",-112.075086,33.4876227
5,AZ,"29844 N Cave Creek RoadCave Creek, AZ 85331",business,Cave Creek,true,,1.5,Taco Bell,qMM8kigvEnfAkbTX7V1o_Q,"Restaurants",-111.990434,33.757546
30,AZ,"7470 S Priest DrTempe, AZ 85283",business,Tempe,true,,3.5,Fuddruckers,0m0KmAYGvC34MfwJIEgCEA,"Burgers,Restaurants",-111.963499,33.351139
434,AZ,"2502 E Camelback RdPhoenix, AZ 85016",business,Phoenix,true,,4.0,True Food Kitchen,qjmCVYkwP-HDa35jwYucbQ,"American (New),Restaurants",-112.0272041,33.5102068
3,AZ,"Mesa Convention Center263 N Center StMesa, AZ 85201",business,Mesa,true,,3.5,Phoenix Comicon 2009,2i__Rpd2slFshHSq8wabmw,"Arts & Entertainment,Performing Arts",-111.8449346,33.4329528
5,AZ,"8424 W Bell RdPeoria, AZ 85382",business,Peoria,true,,1.0,Biddulph Mazda,_SNUn-zCwX_r-xaztpSjpg,"Auto Repair,Automotive,Car Dealers",-112.243053,33.638898
6,AZ,"5408 W Bell RdGlendale, AZ 85308",business,Glendale,true,,4.0,Kohl's Department Stores,Au5FtaWtIH33BzEhGcqF-w,"Women's Clothing,Men's Clothing,Fashion,Shopping,Shoe Stores",-112.17622,33.640112
89,AZ,"7221 W Ray RdChandler, AZ 85226",business,Chandler,true,,3.5,Z'Tejas Southwestern Grill,z1Np8_oQECKWGCwJJ8864w,"Tex-Mex,Restaurants",-111.967861,33.319212
3,AZ,"7337 N Via Paseo Del SurScottsdale, AZ 85258",business,Scottsdale,true,,3.5,Walgreens,HwJ4qUkllsoyUYXyGnFpFA,"Shopping,Drugstores,Beauty & Spas,Food,Convenience Stores,Cosmetics & Beauty Supply",-111.906148,33.5429135
23,AZ,"9780 W Northern AvePeoria, AZ 85345",business,Peoria,false,,3.5,The Auld Dubliner,zDyx_BL0RJbXWpXSFfrf8g,"Irish,Restaurants",-112.2696392,33.5515066
22,AZ,"15236 N Cave Creek RdPhoenix, AZ 85032",business,Phoenix,true,,4.0,Yusef's Middle Eastern Restaurant Grocery & Deli,doEZAj-NSnoEMOJl5yXcNw,"Food,Grocery,Middle Eastern,Restaurants",-112.0306999,33.6253913
7,AZ,"16640 N Scottsdale RdScottsdale, AZ 85254",business,Scottsdale,true,,3.0,Legends Bar and Grill,f67EBuoqqgW4h1OcG_K7kA,"Bars,Restaurants,American (Traditional),Sports Bars,Nightlife",-111.926212,33.637775
6,AZ,"2220 W Deer Valley RoadPhoenix, AZ 85027",business,Phoenix,true,,3.5,Arby's,iAHNZo6GF4C3N-z8u2C_ww,"Fast Food,Restaurants",-112.107284,33.6840252
15,AZ,"3202 E Greenway RdPhoenix, AZ 85032",business,Phoenix,true,,3.5,Country Boys Restaurant,AVQMHeyByhkkYEeDbH9HbQ,"American (New),Restaurants",-112.013151,33.6283281
45,AZ,"2715 W Peoria AvePhoenix, AZ 85051",business,Phoenix,true,,3.0,Raising Cane's,JbJDlfcnYiyZRXeHQcAVjg,"Fast Food,Southern,Chicken Wings,Restaurants",-112.1183771,33.5818515
8,AZ,"4708 S 48th SPhoenix, AZ 85040",business,Phoenix,true,,2.0,Pizza Hut,2bFBzziB3_yTGYcUerd9nw,"Pizza,Restaurants",-111.9787347,33.4052312
17,AZ,"4915 N Pima RdScottsdale, AZ 85251",business,Scottsdale,true,,3.0,Walmart,yewofYCtFEMQ6BKd5zwQUA,"Department Stores,Grocery,Fashion,Shopping,Food,Automotive,Tires",-111.8915642,33.5079961
69,AZ,"2510 W Chandler BlvdSte 1Chandler, AZ 85224",business,Chandler,true,,3.5,Juan Jaime's,ObYf1kZVWfL8NocxUwGJKg,"Mexican,Restaurants",-111.88516,33.3059969
63,AZ,"3815 N Central Ave#APhoenix, AZ 85012",business,Phoenix,true,,3.5,Siu Wok,LbLVO7yqAJGEQ1nK6rEvHA,"Chinese,Restaurants",-112.073196,33.491645
4,AZ,"2222 E Main StMesa, AZ 85213",business,Mesa,true,,5.0,Camping World,yepVhPhGXw_lYnZUPXNzJw,"Automotive,RV Dealers",-111.78432,33.41761
6,AZ,"4229 W Cactus RoadPhoenix, AZ 85029",business,Phoenix,true,,4.0,Autozone,Lyg7HHnUiHiDkOE9Sh1Obw,"Auto Repair,Automotive",-112.1510045,33.5962741
32,AZ,"10409 N Scottsdale RdScottsdale, AZ 85253",business,Scottsdale,true,,3.5,Dirty Dogg Saloon,T1EfT96sCrn_UUWQMhzB5w,"Dive Bars,Bars,Nightlife",-111.9258492,33.5810924
11,AZ,"15227 N 87th StreetScottsdale, AZ 85260",business,Scottsdale,true,,4.0,Starbucks  ,5n6vHx8zUL9yRvVum6WOOg,"Food,Coffee & Tea",-111.891906,33.62342
3,AZ,"2906 W. Fairmount AvePhoenix, AZ 85017",business,Phoenix,true,,3.5,Bill Johnson's Big Apple Restaurants,v3VHHliT2rvWT0id5QiAgQ,"Steakhouses,Barbeque,Restaurants",-112.1219894,33.4935146
11,AZ,"1140 W Elliot RdTempe, AZ 85284",business,Tempe,true,,3.5,Pet Smart,jMqcipWlVtodzRFM3snKcg,"Pet Services,Pet Stores,Pets",-111.9564156,33.34921
12,AZ,"5895 N Granite Reef RdScottsdale, AZ 85250",business,Scottsdale,true,,5.0,Mardi Gras Costume Shop,uPGeM_erzusd2oRc6rZvyg,"Shopping,Beauty & Spas,Arts & Crafts,Costumes,Cosmetics & Beauty Supply,Wigs",-111.9000474,33.5219126
14,AZ,"825 W Baseline RdTempe, AZ 85283",business,Tempe,true,,3.5,Gourmet Wok,b7-1zOz2yaQZ7JUHqHLAlA,"Chinese,Restaurants",-111.9520135,33.3771903
9,AZ,"414 S Mill AveSuite 115Tempe, AZ 85281",business,Tempe,false,,3.0,Pho Thang Long,Ggqoqg6AUdgCADUk4eDsDg,"Vietnamese,Restaurants",-111.940346,33.425938
12,AZ,"8787 N Scottsdale RdParadise Valley, AZ 85253",business,Paradise Valley,true,,3.0,Pei Wei Asian Diner Shops At Gainey Ranch,08Z_Zzp8PyEmWWpYurIO-Q,"Asian Fusion,Chinese,Restaurants",-111.925924,33.5671501
15,AZ,"Phoenix International Airport3400 E Sky Harbor Blvd, Terminal 4 near Gate 10Phoenix, AZ 85034",business,Phoenix,true,,2.5,ASAP California Pizza Kitchen,2VpSPb8IVXNqyVY5n7caGg,"American (New),Pizza,Restaurants",-112.0178286,33.4382789
13,AZ,"Phoenix, AZ",business,Phoenix,true,,4.5,Q Up Barbeque,teifdsiAtxv7Vf1SmokvvA,"Food,Street Vendors",-112.0740373,33.4483771
9,AZ,"11435 W Buckeye RdSte A104Avondale, AZ 85323",business,Avondale,true,,4.5,#1 Brother's Pizza,osrG5x3grwQmQcvWgUdySw,"Pizza,Restaurants",-112.30558,33.4340612
4,AZ,"6070 W. Bell RoadSuite A-111Glendale, AZ 85308",business,Glendale,true,,2.5,Cox Residential Digital Solutions Store,1PWBVeIGZSdLdabs_5HUCg,"Professional Services,Television Service Providers,Home Services,Internet Service Providers",-112.1895256,33.6387383
3,AZ,"1940 W Baseline RoadSuite 2Mesa, AZ 85202",business,Mesa,true,,1.5,Subway,chF0P_B8pTAy_4xvLTUZ_w,"Fast Food,Sandwiches,Restaurants",-111.8768819,33.3790301
6,AZ,"1936 E Baseline RoadMesa, AZ 85204",business,Mesa,true,,4.0,Discount Tire,N7jFyn8PgetjOVeJG122vw,"Tires,Automotive",-111.78976,33.379412
18,AZ,"2700 W Baseline RdTempe, AZ 85282",business,Tempe,true,,4.0,Salazar Bros Mexican Food,FyyNwrfVbCG3BsYEM5csQA,"Mexican,Restaurants",-111.977079,33.3791269
61,AZ,"3155 W Chandler BlvdSte 9Chandler, AZ 85226",business,Chandler,true,,2.5,Old Spaghetti Factory,1ggcLvWPBDWnp5MVTRnoRg,"Restaurants,Italian",-111.897004,33.305675
11,AZ,"3311 N Scottsdale RdScottsdale, AZ 85251",business,Scottsdale,true,,3.5,Courtyard Scottsdale Old Town,WmZ_ztzG_7YlksJ_1vzJ-g,"Hotels & Travel,Event Planning & Services,Hotels",-111.9258777,33.4861585
5,AZ,"2442 E Camelback RdPhoenix, AZ 85016",business,Phoenix,false,,4.0,Retail Laboratory,T8Yyt_3eOegDWxTzoA_wqQ,"Women's Clothing,Men's Clothing,Fashion,Shopping",-112.0292621,33.5094383
5,AZ,"9802 N 59th AveGlendale, AZ 85302",business,Glendale,true,,4.0,Sahuaro Ranch Dog Park,4gApv70pZpHkRDGdC4ZrxA,"Active Life,Dog Parks,Parks",-112.186401,33.574712
10,AZ,"4734 E Ray RdPhoenix, AZ 85044",business,Phoenix,true,,3.0,Target Stores,N4Gw8aJNEywdDD9zcEcNiA,"Shopping,Drugstores",-111.981214,33.32137
40,AZ,"1961 W Dunlap AvePhoenix, AZ 85021",business,Phoenix,true,,3.5,SteakenBurger / Long Wongs,lPAHpSIc2MvY06bWxrFRiw,"Burgers,Cheesesteaks,Chicken Wings,Restaurants",-112.103575,33.567258
4,AZ,"Phoenix, AZ 85004",business,Phoenix,true,,5.0,DJ HartBreaks,33rOIH23--oQ72k-QUYcJQ,"DJs,Event Planning & Services",-112.0685027,33.4528292
5,AZ,"8720 E Frank Lloyd Wright BScottsdale, AZ 85260",business,Scottsdale,true,,3.5,Van's Golf Shops,WOIo4caon_LE3UjSFcnyEA,,-111.8926912,33.6303641
5,AZ,"72 W Rio Salado PkwyTempe, AZ 85281",business,Tempe,true,,3.5,Tempe Town Lake Boat Rentals,_tqUyEHN0pKnALyhY6BNFg,"Active Life,Boating,Rafting/Kayaking",-111.9407222,33.4295988
10,AZ,"2040 W Deer Valley RdSte APhoenix, AZ 85027",business,Phoenix,true,,4.0,Bobby C's Cafe,8Paw2C-StKOx7C5nSYNX1A,"Food,Donuts,Coffee & Tea,Cafes,Restaurants",-112.103672,33.68439
85,AZ,"10625 N Tatum BlvdPhoenix, AZ 85028",business,Phoenix,true,,4.0,Z'Tejas Southwestern Grill,24OmQWFTnbfGv-e8GyEMAw,"Tex-Mex,Restaurants",-111.9770187,33.5834449
3,AZ,"22350 S Ellsworth RdQueen Creek, AZ 85142",business,Queen Creek,true,,4.5,Town Of Queen Creek,iETPWNM4Sshn-LWs9oo0iw,"Public Services & Government",-111.636103,33.244727
3,AZ,"Chandler, AZ 85224",business,Chandler,true,,3.0,Young's Mobile Air Conditioning,zIIX67zBlx8w3WlLCCOdpA,"Home Services,Heating & Air Conditioning/HVAC",-111.8747445,33.3260297
25,AZ,"7150 E Camelback RdScottsdale, AZ 85251",business,Scottsdale,true,,2.5,Arizona Taco Festival,LaNjC1TOvprQUNkQ9Rio8g,"Arts & Entertainment,Festivals",-111.9266047,33.5023577
5,AZ,"15111 N Hayden RdSte 160-199Scottsdale, AZ 85260",business,Scottsdale,true,,4.0,ANS Auto Detailing,87EXGxQk0nrM41NCfB1HTQ,"Automotive,Auto Detailing",-111.90459,33.622009
5,AZ,"10220 W McDowell RdSte 100Avondale, AZ 85392",business,Avondale,true,,2.5,Senor Taco,P5YZ1_5L6NGBdDrQFFPVpg,"Mexican,Restaurants",-112.2797718,33.46469
22,AZ,"3838 E. Van BurenPhoenix, AZ 85008",business,Phoenix,true,,4.0,Hilton Garden Inn Phoenix Airport North,Iuml1UUgrAX1HyU50IWBEw,"Hotels & Travel,Event Planning & Services,Hotels",-111.9979602,33.4516361
55,AZ,"6501 E Greenway PkwyScottsdale, AZ 85254",business,Scottsdale,true,,3.0,Zipps Sports Grill,E_TSzYjABEzD6DXsvjZnsg,"American (Traditional),Restaurants",-111.9404813,33.6251792
9,AZ,"1900 W Chandler BoulevardChandler, AZ 85224",business,Chandler,true,,3.5,Kisses Nails,W7bazhsfvqj7jFokj9pOmA,"Beauty & Spas,Nail Salons",-111.8748501,33.3060616
6,AZ,"1440 S LongmoreMesa, AZ 85202",business,Mesa,true,,3.5,The Carwasher,flgqBG9GfVTQN6ITWxOLbA,"Car Wash,Automotive",-111.864338,33.38831
4,AZ,"3414 W Union Hills DrPhoenix, AZ 85027",business,Phoenix,true,,4.0,Rolibertos Mexican Food,flMu0Tz5RsaMzr6K8kg1EA,"Mexican,Restaurants",-112.132618,33.655256
54,AZ,"111 W Monroe StSte 130Phoenix, AZ 85003",business,Phoenix,true,,3.5,zpizza,SAEr_2rJLNFr3aPv0DlSWg,"Gluten-Free,Pizza,Vegan,Restaurants",-112.075677,33.450047
7,AZ,"4601 E Thomas RdPhoenix, AZ 85073",business,Phoenix,true,,1.5,Coco's Restaurant and Bakery,g43sL1u-iM6spXbMc6_oAA,"American (Traditional),Restaurants",-111.981506,33.4797129
5,AZ,"600 N 4th StSte 141Phoenix, AZ 85004",business,Phoenix,false,,4.5,The Den PHX,3s1HXC9gO8xYRO6U4QXNQg,"Active Life,Fitness & Instruction,Yoga,Massage,Beauty & Spas",-112.069157,33.454892
4,AZ,"15223 N 87th StSte 125Scottsdale, AZ 85260",business,Scottsdale,true,,3.5,Dunkin Donuts,XHUYM_2okxGXLH-eeZreWw,"Food,Donuts",-111.891987,33.622784
126,AZ,"15027 N Thompson Peak ParkwayScottsdale, AZ 85260",business,Scottsdale,true,,3.5,Flo's Chinese Restaurant,fowXs9zAM0TQhSfSkPeVuw,"Chinese,Restaurants",-111.875449,33.623019
25,AZ,"Biltmore Fashion Park2502 E Camelback RdPhoenix, AZ 85016",business,Phoenix,true,,3.5,Teavana,4tq7gtfwhEEU8SDHXRASZg,"Food,Coffee & Tea",-112.031029,33.50741
17,AZ,"7919 E Thomas RdSte 111Scottsdale, AZ 85251",business,Scottsdale,true,,4.5,Dickey's Barbecue Pit,ymSMV5wMjFwcusoGRaqDWA,"Barbeque,Restaurants",-111.9102319,33.4803901
7,AZ,"2001 N Scottsdale RdScottsdale, AZ 85257",business,Scottsdale,true,,5.0,Soundwerks,YpL7zR-wYMJ5ecuelu2Zcg,"Car Stereo Installation,Automotive,Electronics,Shopping",-111.9260612,33.4698115
4,AZ,"12645 N Saguaro BlvdFountain Hills, AZ 85268",business,Fountain Hills,true,,5.0,Grapeables Fine Wines,0LCqaCnEGesFEhpa6qNauQ,"Food,Beer, Wine & Spirits,Bars,Nightlife,Lounges",-111.7163108,33.6005624
44,AZ,"7111 West Ray RdChandler, AZ 85226",business,Chandler,true,,3.0,Buca di Beppo,Lgqk00bglDyZfe5KbLhw6Q,"Restaurants,Italian",-111.9652346,33.3194165
9,AZ,"750 N Gilbert Rd, Suite 104Gilbert, AZ 85234",business,Gilbert,true,,3.0,Fresh & Easy Neighborhood Market,lHA9NQrvolZ1lKuBwPNKTg,"Food,Grocery",-111.792016,33.363817
